id,GEOGRAFICO
140,Restriction of Passage to Pedestrians and/or Automobiles
140,Restriction of Passage to Pedestrians and/or Automobiles
140,Restriction of Passage to Pedestrians and/or Automobiles
140,Restriction of Passage to Pedestrians and/or Automobiles
140,Restriction of Passage to Pedestrians and/or Automobiles
140,Restriction of Passage to Pedestrians and/or Automobiles
140,Restriction of Passage to Pedestrians and/or Automobiles
140,Restriction of Passage to Pedestrians and/or Automobiles
140,Sports Hub 
140,Sports Hub 
140,Sports Hub 
140,Sports Hub 
141,Square
141,Square
141,School
141,School
141,Temple
141,Temple
141,Temple
141,Temple
141,Temple
141,Temple
141,School
141,School
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Restriction of Passage to Pedestrians and/or Automobiles
141,Restriction of Passage to Pedestrians and/or Automobiles
141,Restriction of Passage to Pedestrians and/or Automobiles
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Temple
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,School
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
141,Sports Hub 
142,School
142,School
142,Temple
142,School
142,Temple
142,Temple
142,Temple
142,School
142,Temple
142,School
142,School
142,School
142,School
142,Temple
142,Urban Infrastructure
142,Urban Infrastructure
142,Urban Infrastructure
142,Urban Infrastructure
142,Urban Infrastructure
142,Urban Infrastructure
142,Urban Infrastructure
142,Urban Infrastructure
142,Urban Infrastructure
142,Urban Infrastructure
142,Urban Infrastructure
142,Urban Infrastructure
142,Sports Hub 
142,Sports Hub 
142,Sports Hub 
142,Sports Hub 
142,Sports Hub 
142,Sports Hub 
142,Sports Hub 
142,Sports Hub 
142,Sports Hub 
142,Sports Hub 
142,Sports Hub 
142,Sports Hub 
142,Sports Hub 
142,Sports Hub 
142,Sports Hub 
142,Sports Hub 
142,Sports Hub 
143,School
143,Temple
143,Temple
143,School
143,School
143,Temple
143,School
143,School
143,School
143,School
143,School
143,Temple
143,Temple
143,Temple
143,Square
143,Temple
143,Sports Hub 
143,Sports Hub 
143,Sports Hub 
143,Sports Hub 
143,Sports Hub 
143,Sports Hub 
143,Sports Hub 
143,Sports Hub 
143,Temple
143,School
143,Sports Hub 
143,Sports Hub 
143,Sports Hub 
143,Sports Hub 
143,Sports Hub 
143,Sports Hub 
143,Sports Hub 
143,Sports Hub 
143,Sports Hub 
143,Sports Hub 
143,School
143,Sports Hub 
143,Sports Hub 
143,Sports Hub 
143,Sports Hub 
143,Sports Hub 
143,Sports Hub 
143,School
143,Sports Hub 
143,Sports Hub 
143,Sports Hub 
143,Sports Hub 
144,Mall
144,Medical Assistance Center
144,Square
144,Sports Hub 
144,School
144,School
144,Miscellaneous installation
144,Sports Hub 
144,Sports Hub 
144,Sports Hub 
144,Sports Hub 
144,Sports Hub 
144,School
145,Temple
145,School
145,School
145,School
145,School
145,School
145,Medical Assistance Center
145,School
145,School
145,Temple
145,School
145,Mall
145,School
145,Sports Hub 
145,Square
145,Sports Hub 
145,Sports Hub 
145,Sports Hub 
145,Sports Hub 
145,Sports Hub 
145,Sports Hub 
145,Sports Hub 
145,Sports Hub 
145,Sports Hub 
145,Sports Hub 
145,Sports Hub 
145,Sports Hub 
145,Sports Hub 
145,Sports Hub 
145,Sports Hub 
145,Sports Hub 
145,Sports Hub 
145,Sports Hub 
145,Sports Hub 
145,Sports Hub 
145,Sports Hub 
145,Temple
145,Sports Hub 
145,Sports Hub 
145,Sports Hub 
145,Sports Hub 
145,Sports Hub 
145,Sports Hub 
145,Sports Hub 
145,Sports Hub 
145,Sports Hub 
145,Sports Hub 
145,Restriction of Passage to Pedestrians and/or Automobiles
145,Restriction of Passage to Pedestrians and/or Automobiles
145,Sports Hub 
145,Sports Hub 
145,Sports Hub 
145,Sports Hub 
145,Sports Hub 
145,Sports Hub 
145,Sports Hub 
146,Temple
146,School
146,School
146,Temple
146,Temple
146,Temple
146,Square
146,School
146,School
146,School
146,Square
146,School
146,School
146,School
146,School
146,School
146,Square
146,Sports Hub 
146,Sports Hub 
146,School
146,Sports Hub 
146,Sports Hub 
146,Civil aerodrome
146,Sports Hub 
146,Sports Hub 
146,Sports Hub 
146,Temple
146,Temple
147,Temple
147,Square
147,Temple
147,School
147,School
147,School
147,Temple
147,School
147,Temple
147,Temple
147,School
147,Temple
147,Temple
147,Sports Hub 
147,School
154,Temple
154,Square
154,School
154,Well
154,Temple
154,School
154,Square
154,Sports Hub 
154,Square
155,Square
155,Square
155,Square
155,Square
155,Square
155,Square
155,Sports Hub 
155,Sports Hub 
155,Sports Hub 
155,Sports Hub 
155,Sports Hub 
155,Sports Hub 
155,Sports Hub 
155,Sports Hub 
155,Sports Hub 
155,Sports Hub 
155,Sports Hub 
155,Sports Hub 
155,Sports Hub 
156,Sports Hub 
156,Sports Hub 
156,Sports Hub 
156,Sports Hub 
156,Sports Hub 
156,Sports Hub 
156,Sports Hub 
156,Sports Hub 
157,Temple
157,Water tank
157,Temple
157,School
157,Well
157,Well
157,Square
157,Square
157,Square
157,Square
157,Sports Hub 
157,Sports Hub 
157,Sports Hub 
157,Sports Hub 
158,Temple
158,School
158,School
158,School
158,Temple
158,School
158,School
158,School
158,Sports Hub 
158,Sports Hub 
158,Square
158,Sports Hub 
158,Sports Hub 
159,Temple
159,School
159,School
159,Temple
159,School
159,Temple
159,Temple
159,Medical Assistance Center
159,School
159,School
159,Temple
159,Square
159,Urban Infrastructure
159,Urban Infrastructure
159,Urban Infrastructure
159,Urban Infrastructure
159,Urban Infrastructure
159,Urban Infrastructure
159,Urban Infrastructure
159,Urban Infrastructure
159,Urban Infrastructure
159,Urban Infrastructure
159,Sports Hub 
159,Sports Hub 
159,Sports Hub 
159,Sports Hub 
159,Sports Hub 
159,Sports Hub 
159,Sports Hub 
159,Sports Hub 
159,Temple
159,Sports Hub 
159,Sports Hub 
159,Sports Hub 
160,Square
160,School
160,Square
160,Urban Infrastructure
160,Urban Infrastructure
160,Urban Infrastructure
160,Urban Infrastructure
160,Urban Infrastructure
160,Sports Hub 
160,Sports Hub 
160,Sports Hub 
160,Well
160,Sports Hub 
160,Sports Hub 
160,Sports Hub 
160,Sports Hub 
160,Temple
160,Sports Hub 
160,Sports Hub 
160,Sports Hub 
160,Sports Hub 
160,Sports Hub 
160,Sports Hub 
160,Sports Hub 
160,Sports Hub 
160,Sports Hub 
160,Sports Hub 
160,Sports Hub 
160,Sports Hub 
160,Sports Hub 
160,Sports Hub 
160,Sports Hub 
160,Sports Hub 
160,Sports Hub 
160,Sports Hub 
160,Sports Hub 
160,Sports Hub 
160,Sports Hub 
160,Sports Hub 
160,Sports Hub 
161,School
161,School
161,School
161,Urban Infrastructure
161,Urban Infrastructure
161,Urban Infrastructure
161,Urban Infrastructure
161,Sports Hub 
161,Sports Hub 
161,Sports Hub 
161,Sports Hub 
161,Sports Hub 
161,Sports Hub 
161,Sports Hub 
161,Sports Hub 
162,Temple
162,School
162,Temple
162,School
162,School
162,School
162,School
162,School
162,Temple
162,Temple
162,School
162,School
162,School
162,School
162,Temple
162,School
162,Sports Hub 
162,Sports Hub 
162,Sports Hub 
162,Sports Hub 
162,Sports Hub 
162,Sports Hub 
162,Sports Hub 
162,Sports Hub 
162,Sports Hub 
162,Sports Hub 
162,Sports Hub 
162,School
162,Sports Hub 
162,Sports Hub 
162,Sports Hub 
162,Sports Hub 
162,Sports Hub 
162,Sports Hub 
162,Sports Hub 
162,Sports Hub 
162,Sports Hub 
162,Sports Hub 
162,Sports Hub 
162,Sports Hub 
162,Sports Hub 
162,Sports Hub 
162,Sports Hub 
162,Sports Hub 
162,Sports Hub 
162,Sports Hub 
162,Sports Hub 
162,Sports Hub 
162,Sports Hub 
162,Sports Hub 
162,Sports Hub 
162,Sports Hub 
162,Water tank
162,School
162,Sports Hub 
163,School
163,Temple
163,Cemetery
163,School
163,School
163,School
163,Temple
163,School
163,School
163,Sports Hub 
163,Sports Hub 
163,Sports Hub 
163,Sports Hub 
163,Sports Hub 
163,Sports Hub 
163,Square
163,School
163,Sports Hub 
163,Electrical Substation
163,Sports Hub 
164,Mall
164,School
164,Temple
164,Temple
164,Temple
164,Temple
164,School
164,Temple
164,Temple
164,Temple
164,Sports Hub 
164,Sports Hub 
164,Sports Hub 
164,Sports Hub 
164,Sports Hub 
164,Sports Hub 
164,Sports Hub 
164,Sports Hub 
164,Sports Hub 
164,Sports Hub 
164,Sports Hub 
164,Sports Hub 
164,Sports Hub 
164,Sports Hub 
164,Temple
164,Sports Hub 
164,Sports Hub 
164,School
164,Restriction of Passage to Pedestrians and/or Automobiles
164,Restriction of Passage to Pedestrians and/or Automobiles
164,Sports Hub 
164,Sports Hub 
164,Sports Hub 
165,School
165,Temple
165,Temple
165,School
165,Urban Infrastructure
165,Urban Infrastructure
165,Urban Infrastructure
165,Urban Infrastructure
165,Urban Infrastructure
165,Urban Infrastructure
165,Urban Infrastructure
165,Urban Infrastructure
165,Urban Infrastructure
165,Urban Infrastructure
165,Urban Infrastructure
165,Urban Infrastructure
165,Urban Infrastructure
165,Urban Infrastructure
165,Urban Infrastructure
165,Urban Infrastructure
165,Urban Infrastructure
165,Urban Infrastructure
165,Sports Hub 
165,Sports Hub 
165,Sports Hub 
165,Sports Hub 
165,Sports Hub 
165,Sports Hub 
165,Sports Hub 
165,Sports Hub 
165,Sports Hub 
165,Sports Hub 
165,Sports Hub 
165,Sports Hub 
165,Sports Hub 
165,Sports Hub 
165,Sports Hub 
165,Sports Hub 
165,Sports Hub 
165,Sports Hub 
165,Sports Hub 
165,Sports Hub 
165,Sports Hub 
165,Sports Hub 
165,Sports Hub 
165,Sports Hub 
165,Sports Hub 
165,Sports Hub 
165,Sports Hub 
165,Sports Hub 
165,Restriction of Passage to Pedestrians and/or Automobiles
165,Sports Hub 
165,Sports Hub 
165,Sports Hub 
165,Sports Hub 
165,Sports Hub 
165,Sports Hub 
165,Sports Hub 
166,School
166,Square
166,Temple
166,School
166,Medical Assistance Center
166,School
166,Square
166,Sports Hub 
166,Sports Hub 
166,Sports Hub 
166,Sports Hub 
166,Sports Hub 
166,Sports Hub 
166,Sports Hub 
166,Sports Hub 
166,Sports Hub 
166,Sports Hub 
166,Communication Installation
166,Miscellaneous installation
176,School
176,School
176,Sports Hub 
176,Temple
176,School
177,Well
177,Communication Installation
177,Water tank
177,School
177,School
177,School
177,Medical Assistance Center
177,Temple
177,Sports Hub 
177,Temple
177,Square
177,Sports Hub 
178,Urban Infrastructure
178,Urban Infrastructure
178,Urban Infrastructure
178,Urban Infrastructure
178,Urban Infrastructure
178,Urban Infrastructure
178,Urban Infrastructure
178,Urban Infrastructure
178,Urban Infrastructure
178,Urban Infrastructure
178,Urban Infrastructure
178,Urban Infrastructure
178,Urban Infrastructure
178,Urban Infrastructure
178,Urban Infrastructure
178,School
179,Urban Infrastructure
179,Sports Hub 
179,Sports Hub 
180,Urban Infrastructure
180,Urban Infrastructure
180,School
180,Sports Hub 
180,Sports Hub 
180,Sports Hub 
180,Sports Hub 
180,Sports Hub 
180,Sports Hub 
180,Restriction of Passage to Pedestrians and/or Automobiles
180,Sports Hub 
180,Sports Hub 
181,Sports Hub 
181,Sports Hub 
181,School
181,Sports Hub 
181,Sports Hub 
181,Sports Hub 
181,Sports Hub 
181,Sports Hub 
181,Sports Hub 
181,Sports Hub 
181,Sports Hub 
181,Sports Hub 
181,Sports Hub 
181,Sports Hub 
181,Sports Hub 
181,Sports Hub 
181,Sports Hub 
181,Sports Hub 
181,Sports Hub 
181,Sports Hub 
181,Sports Hub 
181,Sports Hub 
181,Sports Hub 
181,Sports Hub 
181,Sports Hub 
181,Sports Hub 
181,Sports Hub 
181,Restriction of Passage to Pedestrians and/or Automobiles
181,Restriction of Passage to Pedestrians and/or Automobiles
181,Restriction of Passage to Pedestrians and/or Automobiles
181,Restriction of Passage to Pedestrians and/or Automobiles
181,Restriction of Passage to Pedestrians and/or Automobiles
181,Restriction of Passage to Pedestrians and/or Automobiles
181,Restriction of Passage to Pedestrians and/or Automobiles
181,Restriction of Passage to Pedestrians and/or Automobiles
181,Restriction of Passage to Pedestrians and/or Automobiles
181,Restriction of Passage to Pedestrians and/or Automobiles
181,Restriction of Passage to Pedestrians and/or Automobiles
181,Sports Hub 
181,Communication Installation
181,Installation of Services
181,School
181,Well
181,Sports Hub 
181,Sports Hub 
181,Sports Hub 
181,Sports Hub 
181,Sports Hub 
181,Sports Hub 
181,Sports Hub 
181,Sports Hub 
181,Well
181,Sports Hub 
181,Sports Hub 
181,Sports Hub 
181,Sports Hub 
182,Temple
182,Temple
182,Temple
182,Temple
182,Temple
182,School
182,Temple
182,Medical Assistance Center
182,Sports Hub 
182,Sports Hub 
182,School
182,Square
182,Square
182,Sports Hub 
182,School
182,School
182,School
182,Sports Hub 
182,Sports Hub 
182,Restriction of Passage to Pedestrians and/or Automobiles
182,Restriction of Passage to Pedestrians and/or Automobiles
182,Restriction of Passage to Pedestrians and/or Automobiles
182,Sports Hub 
182,Sports Hub 
182,Sports Hub 
182,Sports Hub 
183,Square
183,School
183,School
183,School
183,School
183,School
183,School
183,School
183,School
183,Temple
183,Temple
183,School
183,Temple
183,School
183,Temple
183,Temple
183,Temple
183,Sports Hub 
183,Sports Hub 
183,Sports Hub 
183,Sports Hub 
183,Sports Hub 
183,Sports Hub 
183,Sports Hub 
183,Sports Hub 
183,Sports Hub 
183,Sports Hub 
183,Sports Hub 
184,Temple
184,Communication Installation
184,Sports Hub 
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Urban Infrastructure
184,Sports Hub 
184,Square
184,School
184,School
184,Sports Hub 
184,Sports Hub 
184,Sports Hub 
184,Sports Hub 
184,Sports Hub 
184,Sports Hub 
184,Sports Hub 
184,Sports Hub 
184,Sports Hub 
184,Sports Hub 
184,Restriction of Passage to Pedestrians and/or Automobiles
184,Restriction of Passage to Pedestrians and/or Automobiles
184,Restriction of Passage to Pedestrians and/or Automobiles
184,Sports Hub 
184,Sports Hub 
185,Sports Hub 
188,Water tank
196,School
197,School
197,Sports Hub 
197,Sports Hub 
197,Sports Hub 
197,Sports Hub 
197,Sports Hub 
197,Sports Hub 
197,Sports Hub 
197,Sports Hub 
197,Sports Hub 
197,Sports Hub 
197,Sports Hub 
199,School
199,Medical Assistance Center
199,Temple
199,Water tank
199,Communication Installation
199,Temple
199,School
199,Temple
199,Temple
199,Sports Hub 
199,Sports Hub 
199,Square
199,Water tank
199,Sports Hub 
200,School
200,School
200,School
200,Temple
200,Temple
200,Temple
200,Temple
200,School
200,School
200,Temple
200,Temple
200,Medical Assistance Center
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Square
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,School
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Restriction of Passage to Pedestrians and/or Automobiles
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,Sports Hub 
200,School
200,Sports Hub 
200,Sports Hub 
201,School
201,School
201,School
201,Temple
201,School
201,School
201,Communication Installation
201,Temple
201,Sports Hub 
201,Water tank
201,Sports Hub 
201,Sports Hub 
201,Sports Hub 
201,Sports Hub 
201,Sports Hub 
201,Sports Hub 
201,Sports Hub 
201,Restriction of Passage to Pedestrians and/or Automobiles
201,Restriction of Passage to Pedestrians and/or Automobiles
201,Restriction of Passage to Pedestrians and/or Automobiles
201,School
201,Communication Installation
201,Sports Hub 
201,Sports Hub 
201,Sports Hub 
202,Sports Hub 
202,Sports Hub 
202,Sports Hub 
202,Sports Hub 
202,Cemetery
202,Sports Hub 
202,Sports Hub 
203,Temple
203,Communication Installation
203,School
203,Temple
203,School
203,Sports Hub 
203,Sports Hub 
203,Sports Hub 
203,Sports Hub 
215,Communication Installation
215,Temple
215,Sports Hub 
216,School
219,School
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Temple
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
219,Sports Hub 
220,School
220,School
220,School
220,School
220,Sports Hub 
220,Sports Hub 
220,Sports Hub 
220,Sports Hub 
220,Sports Hub 
220,Sports Hub 
220,Sports Hub 
220,Sports Hub 
220,Sports Hub 
220,Sports Hub 
220,Sports Hub 
220,Sports Hub 
220,Sports Hub 
220,Square
220,Sports Hub 
220,Sports Hub 
220,Sports Hub 
220,Sports Hub 
220,Sports Hub 
220,Sports Hub 
220,Sports Hub 
220,Sports Hub 
220,Sports Hub 
220,Sports Hub 
220,Sports Hub 
220,Restriction of Passage to Pedestrians and/or Automobiles
220,Restriction of Passage to Pedestrians and/or Automobiles
220,Restriction of Passage to Pedestrians and/or Automobiles
220,Restriction of Passage to Pedestrians and/or Automobiles
220,Restriction of Passage to Pedestrians and/or Automobiles
221,School
221,Sports Hub 
221,Sports Hub 
221,Sports Hub 
235,Temple
235,School
235,Temple
235,Temple
235,Temple
235,Medical Assistance Center
235,Temple
235,Square
235,School
273,Temple
273,School
273,Sports Hub 
273,Square
273,Temple
274,School
274,Communication Installation
,Medical Assistance Center
,School
,Temple
,Temple
,School
,Water tank
,School
,Medical Assistance Center
,Temple
,Temple
,School
,Water tank
,Sports Hub 
,Temple
,Temple
,Square
,Sports Hub 
,School
,School
,Water tank
,School
,Market
,School
,Temple
,Medical Assistance Center
,Water tank
,Temple
,School
,Temple
,Temple
,Medical Assistance Center
,Water tank
,Medical Assistance Center
,School
,Medical Assistance Center
,School
,Market
,Sports Hub 
,Sports Hub 
,School
,Water tank
,Temple
,School
,School
,School
,Temple
,Sports Hub 
,School
,Cemetery
,Water tank
,Water tank
,Water tank
,Temple